,index,lead_ticker,lag_ticker,n,cc,p,lead_to_lag,validation,path
376,11883,GDX,SIL,90,-0.260998,0.0421887,-1,,
377,11892,GDX,TAN,90,-0.2651,0.0389449,-1,invalid,GDX>IGV>EWG>TAN
378,11947,GLD,ECH,90,-0.424651,0.000647254,-1,invalid,GLD>GDX>ECH
379,11961,GLD,EWD,90,-0.308355,0.0156173,-1,,
380,11980,GLD,FAN,90,-0.263712,0.0400191,-1,invalid,GLD>GLTR>FAN
381,11981,GLD,FDN,90,-0.276046,0.0312858,-1,,
382,11992,GLD,GDX,90,-0.327381,0.0100116,-1,,
383,11994,GLD,GLTR,90,-0.259282,0.0436109,-1,,
384,12003,GLD,ICLN,90,-0.307249,0.0160128,-1,invalid,GLD>EWD>ICLN
385,12042,GLD,NORW,90,-0.279219,0.029317,-1,,
386,12061,GLD,SIL,90,-0.378589,0.00262495,-1,invalid,GLD>GLTR>SIL
387,12063,GLD,SLV,90,-0.307973,0.0157528,-1,,
388,12116,GLTR,CIBR,90,-0.315693,0.0131986,-1,invalid,GLTR>NORW>CIBR
389,12119,GLTR,CWB,90,-0.284566,0.0262343,-1,,
390,12125,GLTR,ECH,90,-0.425013,0.000639664,-1,invalid,GLTR>SIL>ECH
391,12130,GLTR,EIS,90,-0.292018,0.0223965,-1,,
392,12139,GLTR,EWD,90,-0.331092,0.00915071,-1,invalid,GLTR>SIL>ECH>EWD
393,12154,GLTR,EWW,90,-0.291587,0.0226048,-1,,
394,12158,GLTR,FAN,90,-0.346629,0.00620664,-1,invalid,GLTR>CWB>YCS>EIDO>FAN
395,12159,GLTR,FDN,90,-0.335287,0.00825545,-1,,
396,12181,GLTR,ICLN,90,-0.36089,0.0042726,-1,invalid,GLTR>CWB>YCS>EIDO>ICLN
397,12185,GLTR,IGN,90,-0.33168,0.00902029,-1,,
398,12191,GLTR,ITB,90,-0.294955,0.0210206,-1,,
399,12220,GLTR,NORW,90,-0.284095,0.0264945,-1,,
400,12228,GLTR,PJP,90,-0.255092,0.0472474,-1,,
401,12239,GLTR,SIL,90,-0.333313,0.00866679,-1,,
402,12244,GLTR,SOCL,90,-0.275433,0.0316785,-1,invalid,GLTR>IGN>PBJ>EWJ>FUE>SOCL
403,12275,GLTR,XLV,90,-0.258771,0.0440411,-1,,
404,12283,GREK,AGND,90,-0.255987,0.0464507,-1,,
405,12369,GREK,ITB,90,-0.302043,0.0179926,-1,,
406,12387,GREK,KSA,90,-0.340614,0.0072295,-1,,
407,12390,GREK,LIT,90,-0.256496,0.046002,-1,,
408,12618,GRID,VNM,90,-0.25967,0.0432856,-1,,
409,12636,GRID,YCS,90,-0.307601,0.015886,-1,,
410,12641,GRN,BAL,90,-0.262882,0.0406723,-1,,
411,12733,GRN,JJG,90,-0.305537,0.0166422,-1,,
412,12780,GRN,SOYB,90,-0.438112,0.00041355,-1,,
413,12837,GXG,ECH,90,-0.284093,0.0264952,-1,,
414,12870,GXG,FAN,90,-0.294051,0.0214363,-1,,
415,12876,GXG,FUE,90,-0.259283,0.0436101,-1,,
416,12893,GXG,ICLN,90,-0.271446,0.0343357,-1,,
417,13012,HYD,DBB,90,-0.29962,0.0189829,-1,invalid,HYD>JO>DBB
418,13093,HYD,JJU,90,-0.297413,0.0199249,-1,,
419,13094,HYD,JO,90,-0.296068,0.0205185,-1,,
420,13095,HYD,KBE,90,-0.266106,0.0381824,-1,,
421,13098,HYD,KRE,90,-0.27494,0.0319977,-1,,
422,13106,HYD,MINT,90,-0.363414,0.00399228,-1,,
423,13119,HYD,PPLT,90,-0.256761,0.0457699,-1,,
424,13122,HYD,QABA,90,-0.270952,0.0346772,-1,,
425,13710,ICLN,BIL,90,-0.343815,0.00666832,-1,invalid,ICLN>EWH>BIL
426,13743,ICLN,EWH,90,-0.258763,0.0440482,-1,,
427,13760,ICLN,FAN,90,-0.300204,0.0187399,-1,,
428,13764,ICLN,FM,90,-0.276464,0.0310201,-1,,
429,13798,ICLN,IYT,90,-0.307132,0.0160552,-1,invalid,ICLN>TAN>IYT
430,13850,ICLN,TAN,90,-0.255177,0.0471716,-1,,
431,13950,IEF,GDX,90,-0.282718,0.0272672,-1,,
432,13996,IEF,MINT,90,-0.322986,0.0111215,-1,,
433,14019,IEF,SIL,90,-0.297579,0.0198527,-1,invalid,IEF>SLV>SIL
434,14021,IEF,SLV,90,-0.298309,0.0195378,-1,,
435,14128,IEI,GDX,90,-0.266159,0.0381423,-1,invalid,IEI>VCSH>GDX
436,14171,IEI,LQD,90,-0.290617,0.0230796,-1,,
437,14174,IEI,MINT,90,-0.392832,0.0017387,-1,invalid,IEI>LQD>MINT
438,14197,IEI,SIL,90,-0.293529,0.0216797,-1,,
439,14199,IEI,SLV,90,-0.26652,0.0378716,-1,invalid,IEI>LQD>SLV
440,14219,IEI,VCSH,90,-0.268841,0.0361695,-1,,
441,14379,IGF,SMH,90,-0.256558,0.0459475,-1,,
442,14537,IGN,PBJ,90,-0.285442,0.0257561,-1,invalid,IGN>XLK>PBJ
443,14586,IGN,XLK,90,-0.255312,0.0470509,-1,,
444,14594,IGN,YCS,90,-0.301984,0.018016,-1,invalid,IGN>XLK>YCS
445,14632,IGV,EWG,90,-0.258409,0.0443487,-1,invalid,IGV>SMH>SKYY>EWG
446,14682,IGV,ITA,90,-0.260431,0.0426546,-1,,
447,14688,IGV,IYT,90,-0.278069,0.0300183,-1,invalid,IGV>SMH>SKYY>IYT
448,14735,IGV,SMH,90,-0.277127,0.0306031,-1,,
449,14756,IGV,VNQI,90,-0.274863,0.0320473,-1,invalid,IGV>SMH>SKYY>VNQI
450,14763,IGV,XLI,90,-0.252855,0.0492894,-1,,
451,14765,IGV,XLP,90,-0.303256,0.0175136,-1,invalid,IGV>SMH>SKYY>XLP
452,14772,IGV,YCS,90,-0.285731,0.0256,-1,,
453,15131,INDA,AGND,90,-0.342637,0.00687025,-1,,
454,15217,INDA,ITB,90,-0.312249,0.0142901,-1,,
455,15220,INDA,IYK,90,-0.256746,0.0457834,-1,invalid,INDA>IYT>IYK
456,15222,INDA,IYT,90,-0.32327,0.0110468,-1,,
457,15223,INDA,JETS,90,-0.263922,0.0398553,-1,,
458,15379,ITA,GRN,90,-0.290229,0.0232716,-1,,
459,15399,ITA,IYR,90,-0.309962,0.0150574,-1,,
460,15466,ITA,VNM,90,-0.306601,0.0162485,-1,,
461,15467,ITA,VNQ,90,-0.301631,0.0181576,-1,,
462,15556,ITB,GRID,90,-0.259338,0.0435634,-1,invalid,ITB>VNM>GRID
463,15644,ITB,VNM,90,-0.260334,0.0427342,-1,,
464,15668,IYC,BIL,90,-0.33104,0.00916233,-1,invalid,IYC>EIDO>BIL
465,15688,IYC,EIDO,90,-0.310019,0.0150379,-1,,
466,15695,IYC,EPP,90,-0.26519,0.0388765,-1,invalid,IYC>IYG>EPP
467,15701,IYC,EWH,90,-0.326792,0.0101545,-1,,
468,15703,IYC,EWJ,90,-0.366773,0.00364466,-1,invalid,IYC>PBJ>EWJ
469,15715,IYC,EWY,90,-0.332955,0.00874318,-1,,
470,15718,IYC,FAN,90,-0.265604,0.0385615,-1,invalid,IYC>EIDO>FAN
471,15753,IYC,IYG,90,-0.295686,0.0206895,-1,,
472,15756,IYC,IYT,90,-0.258818,0.0440015,-1,invalid,IYC>SKYY>IYT
473,15765,IYC,KBE,90,-0.296928,0.020137,-1,,
474,15766,IYC,KIE,90,-0.310018,0.015038,-1,,
475,15768,IYC,KRE,90,-0.284206,0.026433,-1,,
476,15777,IYC,MOO,90,-0.263154,0.0404572,-1,,
477,15783,IYC,PBJ,90,-0.254897,0.0474229,-1,,
478,15792,IYC,QABA,90,-0.334273,0.00846467,-1,,
479,15793,IYC,QAT,90,-0.258576,0.0442066,-1,,
480,15800,IYC,SKYY,90,-0.27699,0.0306888,-1,invalid,IYC>SMH>SKYY
481,15803,IYC,SMH,90,-0.277104,0.0306173,-1,,
482,15807,IYC,SPY,90,-0.326172,0.0103069,-1,,
483,15809,IYC,TAO,90,-0.254223,0.0480319,-1,,
484,15820,IYC,UUP,90,-0.252589,0.0495369,-1,invalid,IYC>EWH>UUP
485,15824,IYC,VNQI,90,-0.287386,0.0247214,-1,,
486,15828,IYC,WOOD,90,-0.253803,0.0484152,-1,,
487,15830,IYC,XLF,90,-0.299371,0.0190871,-1,,
488,15831,IYC,XLI,90,-0.268006,0.0367743,-1,invalid,IYC>SMH>SKYY>XLI
489,15832,IYC,XLK,90,-0.310587,0.0148443,-1,,
490,15840,IYC,YCS,90,-0.346878,0.00616718,-1,invalid,IYC>EWH>YCS
491,15873,IYG,EPP,90,-0.278425,0.0297996,-1,,
492,15879,IYG,EWH,90,-0.349444,0.00577333,-1,,
493,15884,IYG,EWM,90,-0.26008,0.0429447,-1,invalid,IYG>IYK>EWJ>FUE>CWB>YCS>EWM
494,15932,IYG,IYK,90,-0.332055,0.00893806,-1,,
495,16002,IYG,VNQI,90,-0.312348,0.0142577,-1,invalid,IYG>IYK>EWJ>FUE>VNQI
496,16011,IYG,XLP,90,-0.314418,0.013594,-1,,
497,16059,IYK,EWJ,90,-0.288998,0.0238905,-1,invalid,IYK>SMH>SKYY>EWJ
498,16076,IYK,FLM,90,-0.323523,0.0109804,-1,,
499,16094,IYK,HYG,90,-0.285686,0.0256244,-1,invalid,IYK>SMH>SKYY>BJK>GRID>VNM>HYG
500,16143,IYK,PHO,90,-0.267066,0.0374655,-1,,
501,16159,IYK,SMH,90,-0.268411,0.0364798,-1,,
502,16187,IYK,XLI,90,-0.306654,0.0162291,-1,,
503,16199,IYR,AGND,90,-0.432816,0.000494353,-1,,
504,16272,IYR,HYG,90,-0.320206,0.0118772,-1,,
505,16290,IYR,IYT,90,-0.267004,0.0375112,-1,,
506,16325,IYR,PZD,90,-0.267465,0.0371706,-1,,
507,16354,IYR,UUP,90,-0.25893,0.0439071,-1,,
508,16413,IYT,EWH,90,-0.309483,0.0152224,-1,invalid,IYT>XLP>EDEN>EWH
509,16466,IYT,IYK,90,-0.316997,0.0128042,-1,,
510,16532,IYT,UUP,90,-0.32868,0.00970267,-1,,
511,16545,IYT,XLP,90,-0.313323,0.0139418,-1,,
512,16552,IYT,YCS,90,-0.337644,0.00778685,-1,invalid,IYT>IYK>EWJ>FUE>CWB>YCS
513,16558,JETS,BIL,90,-0.278776,0.0295852,-1,invalid,JETS>EWP>RSX>BIL
514,16599,JETS,EWP,90,-0.253473,0.0487181,-1,,
515,16722,JETS,XLK,90,-0.264107,0.0397113,-1,,
516,16734,JJC,ARGT,90,-0.254626,0.0476674,-1,,
517,16747,JJC,CWB,90,-0.348975,0.00584359,-1,,
518,16750,JJC,DBB,90,-0.296044,0.0205291,-1,invalid,JJC>JJT>CYB>BKLN>BNO>DBB
519,16758,JJC,EIS,90,-0.313371,0.0139264,-1,,
520,16807,JJC,IAI,90,-0.31348,0.0138913,-1,invalid,JJC>JJT>CYB>BKLN>BNO>IAI
521,16821,JJC,IYG,90,-0.274254,0.0324455,-1,,
522,16830,JJC,JJT,90,-0.335875,0.0081364,-1,,
523,16834,JJC,KIE,90,-0.25913,0.0437388,-1,,
524,16840,JJC,LIT,90,-0.293636,0.0216293,-1,,
525,16865,JJC,SGG,90,-0.254737,0.0475671,-1,,
526,16898,JJC,XLF,90,-0.256586,0.0459236,-1,,
527,17024,JJG,NIB,90,-0.323968,0.0108647,-1,,
528,17090,JJN,ARGT,90,-0.267787,0.0369341,-1,,
529,17114,JJN,EIS,90,-0.355941,0.00487294,-1,,
530,17267,JJS,AGND,90,-0.434774,0.000462935,-1,invalid,JJS>VCSH>GDX>AGND
531,17423,JJS,VCSH,90,-0.25465,0.0476457,-1,,
532,17460,JJT,CYB,90,-0.277496,0.0303728,-1,,
533,17503,JJT,FUD,90,-0.30615,0.0164143,-1,,
534,17709,JJU,ITB,90,-0.353522,0.00519258,-1,,
535,17718,JJU,JJN,90,-0.295436,0.0208024,-1,,
536,17818,JO,DBB,90,-0.293762,0.0215708,-1,invalid,JO>JJC>DBB
537,17828,JO,ENZL,90,-0.302175,0.01794,-1,,
538,17850,JO,EWW,90,-0.274512,0.0322764,-1,invalid,JO>KOL>EWW
539,17852,JO,EWZ,90,-0.273929,0.0326601,-1,,
540,17861,JO,FXA,90,-0.321427,0.0115399,-1,,
541,17894,JO,JJC,90,-0.262088,0.0413058,-1,,
542,17899,JO,JJU,90,-0.298758,0.019346,-1,,
543,17903,JO,KOL,90,-0.306614,0.0162437,-1,,
544,17935,JO,SIL,90,-0.264599,0.0393303,-1,,
545,17938,JO,SLX,90,-0.270954,0.0346759,-1,,
546,17949,JO,TUR,90,-0.392262,0.00176823,-1,invalid,JO>EWZ>TUR
547,17973,JO,XME,90,-0.302817,0.0176854,-1,,
548,18002,KBE,EIDO,90,-0.275543,0.0316081,-1,invalid,KBE>IYK>EWJ>FUE>CWB>YCS>EIDO
549,18009,KBE,EPP,90,-0.267382,0.0372319,-1,,
550,18015,KBE,EWH,90,-0.321372,0.0115549,-1,invalid,KBE>GXG>ECH>EWH
551,18020,KBE,EWM,90,-0.254438,0.0478374,-1,,
552,18050,KBE,GXG,90,-0.286594,0.0251386,-1,,
553,18068,KBE,IYK,90,-0.312057,0.0143532,-1,,
554,18138,KBE,VNQI,90,-0.334996,0.00831507,-1,invalid,KBE>IYK>EWJ>FUE>VNQI
555,18147,KBE,XLP,90,-0.316745,0.0128798,-1,,
556,18169,KIE,CORN,90,-0.26263,0.0408726,-1,,
557,18213,KIE,FLOT,90,-0.473219,0.00011739,-1,,
558,18221,KIE,FXF,90,-0.254937,0.0473873,-1,,
559,18360,KOL,EIS,90,-0.253916,0.0483124,-1,invalid,KOL>THD>BNO>DBB>EIS
560,18368,KOL,EWC,90,-0.27783,0.0301654,-1,,
561,18376,KOL,EWM,90,-0.334376,0.00844307,-1,invalid,KOL>EWC>IYG>EWM
562,18384,KOL,EWW,90,-0.277927,0.0301059,-1,,
563,18385,KOL,EWY,90,-0.295869,0.0206073,-1,invalid,KOL>RSX>EWY
564,18390,KOL,FLM,90,-0.260961,0.0422197,-1,,
565,18404,KOL,GRID,90,-0.310316,0.0149364,-1,invalid,KOL>SMH>SKYY>BJK>GRID
566,18408,KOL,HYG,90,-0.352078,0.00539194,-1,,
567,18411,KOL,ICLN,90,-0.286449,0.0252159,-1,invalid,KOL>EWW>ICLN
568,18447,KOL,MOO,90,-0.336929,0.0079266,-1,,
569,18465,KOL,RSX,90,-0.27845,0.0297842,-1,,
570,18473,KOL,SMH,90,-0.328519,0.00974039,-1,,
571,18477,KOL,SPY,90,-0.29675,0.0202157,-1,invalid,KOL>THD>SPY
572,18480,KOL,THD,90,-0.318473,0.0123704,-1,,
573,18492,KOL,VNM,90,-0.353403,0.00520879,-1,invalid,KOL>EWC>VNM
574,18502,KOL,XLK,90,-0.285209,0.0258828,-1,,
575,18536,KRE,EIDO,90,-0.277902,0.0301209,-1,invalid,KRE>IYK>EWJ>FUE>CWB>YCS>EIDO
576,18543,KRE,EPP,90,-0.259132,0.0437364,-1,,
577,18549,KRE,EWH,90,-0.315688,0.0132001,-1,invalid,KRE>GXG>ECH>EWH
578,18584,KRE,GXG,90,-0.287977,0.0244142,-1,,
579,18602,KRE,IYK,90,-0.306227,0.0163859,-1,,
580,18672,KRE,VNQI,90,-0.340431,0.00726285,-1,,
581,18681,KRE,XLP,90,-0.32049,0.0117979,-1,,
582,18727,KSA,EWH,90,-0.27098,0.0346574,-1,,
583,18740,KSA,EWW,90,-0.308522,0.0155583,-1,,
584,18744,KSA,FAN,90,-0.292963,0.0219457,-1,invalid,KSA>EWW>FAN
585,18913,LARE,EWP,90,-0.296105,0.020502,-1,invalid,LARE>IYK>EWJ>FUE>CWB>YCS>EIDO>EWP
586,18919,LARE,EWY,90,-0.255978,0.0464584,-1,,
587,18937,LARE,GREK,90,-0.27219,0.0338258,-1,invalid,LARE>IYK>EWJ>FUE>GREK
588,18958,LARE,IYK,90,-0.263104,0.0404968,-1,,
589,18961,LARE,JETS,90,-0.331853,0.00898223,-1,,
590,19048,LEDD,ARGT,90,-0.266704,0.0377342,-1,,
591,19166,LEDD,PBS,90,-0.308778,0.0154682,-1,,
592,19298,LIT,HYG,90,-0.26066,0.0424657,-1,,
593,19514,LQD,MINT,90,-0.30993,0.0150683,-1,,
594,19539,LQD,SLV,90,-0.257012,0.0455516,-1,,
595,19581,MBB,AGND,90,-0.311498,0.0145384,-1,,
596,19692,MBB,MINT,90,-0.305547,0.0166386,-1,,
597,19887,MCHI,QAT,90,-0.326254,0.0102866,-1,,
598,19914,MCHI,UUP,90,-0.308088,0.0157119,-1,,
599,19934,MCHI,YCS,90,-0.341955,0.0069895,-1,,
600,20012,MINT,IBB,90,-0.321645,0.0114806,-1,,
601,20060,MINT,PJP,90,-0.301266,0.0183053,-1,,
602,20107,MINT,XLV,90,-0.261397,0.0418644,-1,,
603,20207,MOO,JETS,90,-0.260586,0.0425268,-1,,
604,20250,MOO,SKYY,90,-0.267712,0.0369897,-1,,
605,20253,MOO,SMH,90,-0.290017,0.0233771,-1,invalid,MOO>SKYY>SMH
606,20272,MOO,VNM,90,-0.28308,0.0270625,-1,,
607,20290,MOO,YCS,90,-0.34372,0.00668436,-1,invalid,MOO>SKYY>YCS
608,20529,NLR,FUD,90,-0.299815,0.0189013,-1,,
609,20553,NLR,IHF,90,-0.334159,0.00848842,-1,,
610,20600,NLR,REZ,90,-0.275346,0.0317345,-1,,
611,20629,NLR,VNQ,90,-0.30954,0.0152025,-1,,
612,20660,NORW,CIBR,90,-0.277575,0.0303236,-1,,
613,20663,NORW,CWB,90,-0.254264,0.0479949,-1,,
614,20703,NORW,FDN,90,-0.429041,0.000560415,-1,invalid,NORW>IGN>PBJ>EWJ>FUE>FDN
615,20722,NORW,HYG,90,-0.281261,0.0281055,-1,,
616,20729,NORW,IGN,90,-0.304906,0.0168796,-1,,
617,20730,NORW,IGV,90,-0.311691,0.0144742,-1,,
618,20736,NORW,IYC,90,-0.317317,0.012709,-1,,
619,20737,NORW,IYG,90,-0.277166,0.0305787,-1,,
620,20749,NORW,KBE,90,-0.263233,0.040395,-1,invalid,NORW>XLY>KBE
621,20759,NORW,MCHI,90,-0.331372,0.00908838,-1,,
622,20776,NORW,QABA,90,-0.267421,0.0372035,-1,invalid,NORW>XLY>QABA
623,20784,NORW,SKYY,90,-0.44155,0.000367739,-1,,
624,20787,NORW,SMH,90,-0.358462,0.00455843,-1,invalid,NORW>IGV>SMH
625,20788,NORW,SOCL,90,-0.287945,0.0244305,-1,,
626,20791,NORW,SPY,90,-0.334029,0.00851554,-1,invalid,NORW>XLY>SPY
627,20806,NORW,VNM,90,-0.572486,1.43112e-06,-1,,
628,20816,NORW,XLK,90,-0.445256,0.000323563,-1,invalid,NORW>IGV>EWG>XLK
629,20820,NORW,XLY,90,-0.330394,0.00930748,-1,,
630,20840,PAK,COW,90,-0.279709,0.0290223,-1,,
631,20916,PAK,IYK,90,-0.27363,0.0328583,-1,,
632,20932,PAK,LARE,90,-0.307904,0.0157776,-1,,
633,21016,PALL,CIBR,90,-0.328821,0.0096696,-1,,
634,21019,PALL,CWB,90,-0.283779,0.0266699,-1,,
635,21022,PALL,DBB,90,-0.290917,0.0229317,-1,,
636,21030,PALL,EIS,90,-0.367485,0.0035745,-1,,
637,21050,PALL,EWQ,90,-0.265528,0.0386192,-1,,
638,21054,PALL,EWW,90,-0.392008,0.00178156,-1,,
639,21058,PALL,FAN,90,-0.321432,0.0115385,-1,invalid,PALL>CWB>YCS>EIDO>FAN
640,21074,PALL,GRID,90,-0.330402,0.00930563,-1,,
641,21085,PALL,IGN,90,-0.327586,0.00996228,-1,,
642,21091,PALL,ITB,90,-0.25271,0.0494235,-1,,
643,21097,PALL,JETS,90,-0.286189,0.0253544,-1,,
644,21100,PALL,JJN,90,-0.262115,0.0412845,-1,,
645,21107,PALL,KOL,90,-0.263725,0.040009,-1,,
646,21125,PALL,PEJ,90,-0.276143,0.0312243,-1,,
647,21127,PALL,PHO,90,-0.258955,0.0438859,-1,,
648,21147,PALL,SPY,90,-0.281033,0.0282386,-1,,
649,21171,PALL,XLI,90,-0.322692,0.0111993,-1,,
650,21175,PALL,XLV,90,-0.27673,0.030852,-1,,
651,21180,PALL,YCS,90,-0.328602,0.00972093,-1,invalid,PALL>CWB>YCS
652,21221,PBJ,EWJ,90,-0.269667,0.0355797,-1,invalid,PBJ>IYK>EWJ
653,21272,PBJ,IYK,90,-0.268658,0.0363015,-1,,
654,21273,PBJ,IYR,90,-0.265374,0.0387358,-1,,
655,21341,PBJ,VNQ,90,-0.260169,0.0428706,-1,,
656,21351,PBJ,XLP,90,-0.361479,0.0042057,-1,,
657,21352,PBJ,XLU,90,-0.281461,0.0279895,-1,,
658,21358,PBJ,YCS,90,-0.256248,0.0462202,-1,invalid,PBJ>IYK>EWJ>FUE>CWB>YCS
659,21384,PBS,EIDO,90,-0.292541,0.0221463,-1,invalid,PBS>EWI>BKLN>BNO>DBB>CWB>YCS>EIDO
660,21386,PBS,EIS,90,-0.252569,0.049555,-1,,
661,21396,PBS,EWG,90,-0.274894,0.0320272,-1,,
662,21398,PBS,EWI,90,-0.294245,0.0213465,-1,,
663,21399,PBS,EWJ,90,-0.268815,0.0361885,-1,,
664,21405,PBS,EWP,90,-0.285238,0.0258668,-1,,
665,21411,PBS,EWY,90,-0.273058,0.0332396,-1,invalid,PBS>EWP>RSX>EWY
666,21437,PBS,ICLN,90,-0.252449,0.0496676,-1,,
667,21453,PBS,JETS,90,-0.25616,0.0462975,-1,invalid,PBS>EWP>RSX>JETS
668,21462,PBS,KIE,90,-0.373053,0.00306588,-1,,
669,21473,PBS,MOO,90,-0.259575,0.0433653,-1,,
670,21526,PBS,XLF,90,-0.255855,0.0465674,-1,,
671,21536,PBS,YCS,90,-0.255967,0.0464682,-1,invalid,PBS>EIS>EWH>YCS
672,21542,PEJ,BIL,90,-0.257984,0.0447118,-1,invalid,PEJ>EIDO>BIL
673,21562,PEJ,EIDO,90,-0.271557,0.0342593,-1,,
674,21574,PEJ,EWG,90,-0.276523,0.0309831,-1,invalid,PEJ>EWN>SMH>SKYY>EWG
675,21577,PEJ,EWJ,90,-0.293398,0.0217411,-1,,
676,21581,PEJ,EWN,90,-0.293384,0.0217475,-1,,
677,21583,PEJ,EWP,90,-0.256899,0.0456498,-1,,
678,21589,PEJ,EWY,90,-0.252871,0.0492743,-1,invalid,PEJ>EWP>RSX>EWY
679,21657,PEJ,PBJ,90,-0.287379,0.024725,-1,,
680,21698,PEJ,VNQI,90,-0.383249,0.00229857,-1,invalid,PEJ>EWJ>FUE>VNQI
681,21707,PEJ,XLP,90,-0.266056,0.0382196,-1,,
682,21772,PGAL,FLM,90,-0.265694,0.0384933,-1,,
683,21776,PGAL,FUE,90,-0.270323,0.0351164,-1,,
684,21793,PGAL,ICLN,90,-0.265687,0.0384986,-1,invalid,PGAL>FUE>ICLN
685,21847,PGAL,RSX,90,-0.266883,0.0376014,-1,,
686,21860,PGAL,TAN,90,-0.267278,0.0373086,-1,invalid,PGAL>FUE>TAN
687,22111,PJP,EWJ,90,-0.300583,0.018584,-1,,
688,22205,PJP,SGG,90,-0.329868,0.00942708,-1,,
689,22230,PJP,VNM,90,-0.32575,0.0104117,-1,,
690,22240,PJP,XLK,90,-0.338646,0.00759481,-1,,
691,22271,PPLT,ECH,90,-0.389399,0.00192338,-1,,
692,22276,PPLT,EIS,90,-0.257719,0.0449396,-1,,
693,22300,PPLT,EWW,90,-0.262141,0.0412636,-1,invalid,PPLT>KSA>EWW
694,22304,PPLT,FAN,90,-0.256891,0.0456564,-1,,
695,22326,PPLT,IBB,90,-0.255943,0.0464891,-1,,
696,22331,PPLT,IGN,90,-0.268484,0.0364268,-1,,
697,22337,PPLT,ITB,90,-0.260038,0.0429795,-1,,
698,22355,PPLT,KSA,90,-0.274009,0.0326073,-1,,
699,22366,PPLT,NORW,90,-0.271052,0.0346081,-1,,
700,22374,PPLT,PJP,90,-0.284028,0.0265316,-1,,
701,22421,PPLT,XLV,90,-0.301737,0.0181151,-1,,
702,22547,PSP,PBJ,90,-0.283951,0.0265743,-1,invalid,PSP>TAN>PBJ
703,22572,PSP,TAN,90,-0.299922,0.018857,-1,,
704,22586,PSP,VNM,90,-0.291122,0.0228312,-1,invalid,PSP>TAN>VNM
705,22597,PSP,XLP,90,-0.265156,0.0389023,-1,,
706,22821,QABA,EWH,90,-0.272228,0.0338004,-1,invalid,QABA>XLP>EDEN>EWH
707,22881,QABA,JJS,90,-0.255722,0.0466853,-1,,
708,22944,QABA,VNQI,90,-0.321875,0.0114183,-1,,
709,22953,QABA,XLP,90,-0.289801,0.0234855,-1,,
710,22966,QAT,BIL,90,-0.304099,0.017187,-1,invalid,QAT>GXG>ECH>EIS>EWH>BIL
711,23034,QAT,GXG,90,-0.312891,0.014081,-1,,
712,23052,QAT,IYK,90,-0.256975,0.0455833,-1,invalid,QAT>JO>DBB>CWB>YCS>IYK
713,23062,QAT,JO,90,-0.304326,0.0171,-1,,
714,23116,QAT,URA,90,-0.332879,0.00875953,-1,,
715,23131,QAT,XLP,90,-0.290085,0.0233435,-1,,
716,23141,REZ,AGND,90,-0.413929,0.000912858,-1,,
717,23214,REZ,HYG,90,-0.304496,0.0170352,-1,,
718,23232,REZ,IYT,90,-0.267172,0.0373871,-1,,
719,23296,REZ,UUP,90,-0.315388,0.0132923,-1,,
720,23322,RSX,BIL,90,-0.252435,0.0496802,-1,invalid,RSX>EWY>BIL
721,23369,RSX,EWY,90,-0.348997,0.0058402,-1,,
722,23372,RSX,FAN,90,-0.374265,0.00296409,-1,invalid,RSX>ICLN>FAN
723,23395,RSX,ICLN,90,-0.265546,0.0386056,-1,,
724,23407,RSX,IYG,90,-0.335468,0.00821865,-1,,
725,23411,RSX,JETS,90,-0.330744,0.00922855,-1,,
726,23438,RSX,PBS,90,-0.27995,0.0288785,-1,,
727,23439,RSX,PEJ,90,-0.25555,0.0468386,-1,,
728,23457,RSX,SMH,90,-0.256705,0.0458193,-1,,
729,23476,RSX,VNM,90,-0.279308,0.0292633,-1,,
730,23484,RSX,XLF,90,-0.30964,0.0151679,-1,,
731,23731,SGG,FLOT,90,-0.272239,0.0337929,-1,,
732,23791,SGG,PAK,90,-0.32144,0.0115364,-1,,
733,23987,SHY,SIL,90,-0.25774,0.0449217,-1,invalid,SHY>SLV>SIL
734,23989,SHY,SLV,90,-0.258789,0.0440264,-1,,
735,24051,SIL,ECH,90,-0.352813,0.00528967,-1,,
736,24085,SIL,FDN,90,-0.277726,0.0302302,-1,,
737,24107,SIL,ICLN,90,-0.369457,0.00338634,-1,invalid,SIL>TAN>ICLN
738,24169,SIL,SMH,90,-0.316923,0.0128263,-1,,
739,24170,SIL,SOCL,90,-0.281884,0.0277446,-1,,
740,24174,SIL,TAN,90,-0.333662,0.00859274,-1,,
741,24198,SIL,XLK,90,-0.278596,0.0296951,-1,,
742,24213,SKYY,BJK,90,-0.27,0.035344,-1,,
743,24244,SKYY,EWG,90,-0.327073,0.0100862,-1,,
744,24245,SKYY,EWH,90,-0.335681,0.0081756,-1,invalid,SKYY>IYT>EWH
745,24247,SKYY,EWJ,90,-0.266031,0.0382383,-1,,
746,24251,SKYY,EWN,90,-0.255642,0.0467569,-1,,
747,24259,SKYY,EWY,90,-0.304071,0.0171976,-1,,
748,24262,SKYY,FAN,90,-0.287961,0.0244225,-1,invalid,SKYY>EWJ>FUE>CWB>YCS>EIDO>FAN
749,24298,SKYY,IYK,90,-0.296767,0.0202079,-1,,
750,24300,SKYY,IYT,90,-0.307838,0.015801,-1,,
751,24347,SKYY,SMH,90,-0.324936,0.0106166,-1,,
